-0.88 2.66 0.12 0.5 0.31 -0.95 -0.04 -0.09 -0.81 -0.59 0 1
-1.16 0.95 1.54 0.5 0.54 -0.44 -0.72 0.97 0.04 -0.22 0 0
0.88 -2.48 2.44 0.5 -0.25 0.69 -0.68 0.73 0.64 -0.25 0 0
-1.65 2.02 -1.07 0.5 0.59 -0.72 0.38 0.49 -0.58 0.65 0 0
-1.61 -0.31 2.54 0.5 0.53 0.10 -0.84 0.49 0.75 0.44 0 0
0.46 -1.77 0.47 0.5 -0.24 0.94 -0.25 -0.64 -0.73 -0.24 0 1
1.45 -1.01 -1.25 0.5 -0.67 0.47 0.58 -0.02 0.15 0.99 0 0
0.30 2.35 1.80 0.5 -0.10 -0.79 -0.61 0.77 0.02 -0.64 0 0
-2.18 1.80 -1.54 0.5 0.68 -0.56 0.48 0.24 0.63 -0.74 0 0
-1.02 1.00 -2.15 0.5 0.40 -0.39 0.83 0.04 0.92 -0.39 0 0
-1.16 0.94 1.47 0.5 0.55 -0.45 -0.70 -0.96 0.29 0.03 0 1
3.06 0.77 -2.40 0.5 -0.77 -0.20 0.60 -0.43 -0.56 0.71 0 0
-0.65 -0.91 1.10 0.5 0.41 0.58 -0.70 -0.23 -0.35 -0.91 0 0
-0.44 -0.86 2.62 0.5 0.16 0.31 -0.94 0.60 -0.23 -0.77 0 0
1.15 2.57 2.13 0.5 -0.33 -0.73 -0.60 0.12 -0.92 -0.37 0 0
1.21 -1.97 1.06 0.5 -0.48 0.77 -0.42 0.34 0.17 -0.92 0 1
-1.75 0.11 -1.90 0.5 0.68 -0.04 0.74 -0.16 0.95 0.27 0 0
-0.48 0.99 -0.56 0.5 0.38 -0.81 0.45 0.35 -0.57 0.74 0 0
3.07 -0.84 -0.49 0.5 -0.95 0.26 0.15 -0.86 -0.24 0.45 0 0
2.68 2.31 0.08 0.5 -0.76 -0.65 -0.02 -0.92 -0.25 -0.31 0 1
-0.01 2.00 2.47 0.5 0.00 -0.63 -0.78 -0.20 0.40 -0.90 0 0
-0.34 1.00 0.73 0.5 0.26 -0.78 -0.57 0.30 -0.50 -0.82 0 0
1.30 2.16 0.33 0.5 -0.51 -0.85 -0.13 -0.65 0.48 -0.59 0 0
1.19 -2.19 -0.42 0.5 -0.47 0.87 0.17 0.46 0.42 -0.78 0 1
0.61 -2.15 1.32 0.5 -0.23 0.83 -0.51 0.21 0.92 -0.33 0 1
2.85 -1.43 -1.47 0.5 -0.81 0.41 0.42 0.61 -0.52 -0.60 0 1
-0.22 -1.31 -0.98 0.5 0.13 0.79 0.59 -0.12 0.96 -0.26 0 0
-1.21 -0.97 0.66 0.5 0.72 0.58 -0.39 -0.02 0.81 -0.58 0 0
1.37 0.38 0.87 0.5 -0.82 -0.23 -0.52 0.67 0.66 -0.34 0 1
-0.39 -0.60 0.83 0.5 0.36 0.55 -0.76 -0.51 -0.73 0.46 0 1
-2.29 -0.41 -1.93 0.5 0.76 0.14 0.64 0.41 0.26 -0.87 0 0
-1.00 -1.23 0.13 0.5 0.63 0.77 -0.08 0.82 0.20 0.54 0 1
1.49 1.33 2.18 0.5 -0.51 -0.45 -0.74 0.62 -0.55 0.56 0 0
-0.05 2.70 -2.06 0.5 0.02 -0.80 0.61 -0.27 -0.75 0.61 0 1
3.60 -0.37 -0.18 0.5 -0.99 0.10 0.05 -0.95 -0.03 0.32 0 1
0.49 -1.35 -1.21 0.5 -0.26 0.72 0.64 -0.84 -0.27 0.48 0 0
-0.04 1.54 -0.77 0.5 0.02 -0.90 0.44 -0.80 -0.08 0.60 0 1
-0.62 0.76 -1.53 0.5 0.34 -0.42 0.84 -0.97 -0.20 -0.13 0 1
-2.51 -0.18 -0.73 0.5 0.96 0.07 0.28 0.35 0.87 -0.36 0 0
-2.21 0.02 0.31 0.5 0.99 -0.01 -0.14 0.42 -0.70 -0.58 0 1
-0.10 -1.32 -3.72 0.5 0.02 0.33 0.94 0.70 0.38 0.61 0 1
2.36 -0.65 -2.08 0.5 -0.73 0.20 0.65 0.75 0.33 -0.57 0 0
0.66 2.32 0.38 0.5 -0.27 -0.95 -0.15 0.54 0.22 -0.81 0 1
3.19 -0.26 -1.78 0.5 -0.87 0.07 0.49 0.70 0.35 0.62 0 1
0.27 -2.71 -0.66 0.5 -0.10 0.97 0.24 0.34 -0.59 0.73 0 1
0.08 -1.04 -0.13 0.5 -0.07 0.99 0.12 -0.74 -0.51 -0.43 0 0
1.47 0.24 -1.39 0.5 -0.72 -0.12 0.68 0.32 -0.93 -0.15 0 1
-2.91 -1.18 1.19 0.5 0.87 0.35 -0.35 -0.54 0.56 0.63 0 1
0.35 -2.07 0.76 0.5 -0.15 0.93 -0.34 -0.51 -0.46 0.72 0 1
-1.26 -0.43 2.36 0.5 0.47 0.16 -0.87 -0.43 -0.39 -0.81 0 1
2.87 -0.62 2.49 0.5 -0.74 0.16 -0.65 0.90 0.42 -0.04 0 0
1.55 1.19 -1.38 0.5 -0.65 -0.50 0.58 0.76 0.55 0.36 0 0
-1.08 -1.41 0.60 0.5 0.58 0.75 -0.32 -0.93 0.25 0.27 0 1
0.64 0.19 -0.81 0.5 -0.61 -0.18 0.77 -0.24 -0.79 -0.57 0 1
0.55 0.73 0.44 0.5 -0.54 -0.72 -0.43 -0.17 -0.66 -0.73 0 1
0.03 -1.48 2.02 0.5 -0.01 0.59 -0.81 -0.84 0.31 -0.44 0 1
-0.45 -3.25 1.17 0.5 0.13 0.93 -0.34 -0.76 -0.57 0.31 0 0
-0.86 -1.94 -2.35 0.5 0.27 0.61 0.74 0.38 -0.57 0.73 0 1
0.87 -3.03 1.54 0.5 -0.25 0.86 -0.44 -0.12 0.88 0.46 0 0
1.36 -0.41 -0.31 0.5 -0.94 0.28 0.21 0.39 -0.92 0.06 0 1
0.22 -1.54 -0.54 0.5 -0.14 0.93 0.33 0.12 0.57 0.81 0 0
-1.60 0.71 -2.34 0.5 0.55 -0.24 0.80 1.00 0.01 -0.04 0 1
0.40 0.38 1.36 0.5 -0.28 -0.26 -0.93 -0.92 0.17 0.35 0 0
0.23 -1.24 -0.24 0.5 -0.18 0.97 0.19 -0.08 0.68 0.73 0 1
-0.91 1.25 -0.99 0.5 0.49 -0.68 0.54 0.21 0.66 -0.72 0 1
0.63 -2.45 -3.09 0.5 -0.16 0.61 0.77 -0.09 0.57 0.82 0 0
1.86 0.22 3.41 0.5 -0.48 -0.06 -0.88 -0.18 0.94 -0.28 0 1
0.48 0.84 1.28 0.5 -0.30 -0.52 -0.80 -0.69 0.58 0.43 0 1
1.24 -1.71 0.59 0.5 -0.57 0.78 -0.27 -0.91 -0.29 0.31 0 0
-0.39 -1.36 0.89 0.5 0.23 0.81 -0.53 -0.02 -0.86 -0.52 0 0
1.49 -1.41 -1.81 0.5 -0.54 0.52 0.66 0.91 0.27 -0.33 0 0
-2.60 -0.14 -0.79 0.5 0.96 0.05 0.29 0.59 0.62 0.52 0 0
-0.95 0.64 -0.25 0.5 0.81 -0.54 0.22 -0.33 0.52 -0.79 0 1
0.11 0.88 3.83 0.5 -0.03 -0.23 -0.97 -0.79 0.58 0.20 0 1
-1.78 3.12 -1.42 0.5 0.46 -0.81 0.37 -0.52 -0.74 0.42 0 1
-2.61 -0.17 1.52 0.5 0.86 0.06 -0.50 -0.52 0.33 0.79 0 0
-0.59 -2.70 0.49 0.5 0.21 0.96 -0.18 -0.78 0.22 0.59 0 0
-0.96 0.63 0.43 0.5 0.78 -0.52 -0.35 -0.43 -0.50 -0.75 0 0
1.68 -0.45 3.35 0.5 -0.44 0.12 -0.89 -0.70 -0.70 0.13 0 1
0.71 1.01 0.24 0.5 -0.57 -0.80 -0.19 0.72 0.42 -0.56 0 0
-0.73 -3.69 0.14 0.5 0.19 0.98 -0.04 0.51 -0.58 0.64 0 0
1.09 0.14 -2.05 0.5 -0.47 -0.06 0.88 0.71 -0.38 -0.60 0 1
1.54 0.95 -2.23 0.5 -0.54 -0.33 0.78 -0.31 -0.90 -0.30 0 1
2.60 1.84 1.31 0.5 -0.76 -0.53 -0.38 -0.84 -0.46 -0.29 0 1
-1.17 -0.76 -2.59 0.5 0.40 0.26 0.88 0.33 -0.94 -0.02 0 1
-0.72 3.37 -1.02 0.5 0.20 -0.94 0.28 0.62 0.38 -0.68 0 0
-1.00 -0.89 -0.42 0.5 0.71 0.63 0.30 -0.19 -0.41 -0.89 0 1
0.85 -1.56 2.99 0.5 -0.24 0.45 -0.86 -0.73 -0.01 0.68 0 0
-0.18 3.49 0.59 0.5 0.05 -0.98 -0.17 0.67 -0.59 0.45 0 1
-0.68 0.26 -1.03 0.5 0.54 -0.20 0.82 0.30 -0.73 0.62 0 1
-2.37 0.11 1.00 0.5 0.92 -0.04 -0.39 -0.31 -0.46 0.83 0 0
